student_idx,item_idx,correct,t,delta_t
3,1,0,22,3
3,4,0,23,3
3,3,1,24,1
3,1,1,25,1
3,0,1,26,2
3,0,0,27,3
3,1,1,28,40
3,2,1,29,1
3,0,1,30,2
3,3,0,31,3
3,0,0,32,2
3,3,0,33,1
3,2,1,34,40
3,3,1,35,2
3,3,1,36,1
3,4,0,37,1
3,0,0,38,3
3,4,0,39,3
4,3,1,0,2
4,0,1,1,2
4,4,0,2,3
4,3,0,3,2
4,0,0,4,1
4,0,1,5,3
4,1,1,6,3
4,1,1,7,1
4,4,0,8,2
4,0,1,9,2
4,0,1,10,3
4,3,0,11,2
4,2,1,12,3
4,3,0,13,1
4,1,1,14,1
4,1,1,15,2
4,3,1,16,2
4,1,1,17,2
4,2,1,18,2
4,0,1,19,1
4,0,0,20,2
4,1,1,21,2
4,1,1,22,2
4,0,0,23,3
4,2,1,24,40
4,2,1,25,3
4,2,1,26,2
4,3,0,27,1
4,2,0,28,2
4,4,0,29,40
4,1,1,30,1
4,0,0,31,2
4,2,1,32,2
4,2,1,33,1
4,4,0,34,2
4,2,1,35,2
4,3,0,36,3
4,2,1,37,2
4,1,1,38,2
4,3,0,39,3
5,4,0,0,2
5,3,0,1,3
5,1,0,2,3
5,0,1,3,3
5,3,1,4,2
5,0,1,5,1
5,2,1,6,1
5,1,1,7,3
5,0,1,8,2
5,2,1,9,40
5,4,0,10,3
5,2,0,11,3
5,2,1,12,3
5,2,1,13,1
5,1,1,14,2
5,2,1,15,3
5,1,1,16,3
5,0,1,17,3
5,4,1,18,1
5,1,1,19,3
5,2,1,20,2
5,2,0,21,3
5,3,1,22,1
5,3,0,23,3
5,2,0,24,1
5,2,0,25,3
5,3,0,26,2
5,0,1,27,2
5,0,1,28,2
5,4,0,29,3
5,1,1,30,3
5,2,1,31,1
5,3,0,32,2
5,3,0,33,1
5,0,0,34,3
5,3,0,35,1
5,4,0,36,1
5,3,0,37,2
5,0,1,38,1
5,3,0,39,1
6,3,1,0,40
6,2,1,1,2
6,0,1,2,3
6,2,1,3,3
6,0,0,4,2
6,4,1,5,3
6,1,1,6,3
6,0,1,7,1
6,0,1,8,2
6,1,0,9,2
6,3,1,10,3
6,3,0,11,1
6,2,1,12,3
6,3,0,13,40
6,1,0,14,1
6,4,0,15,3
6,3,0,16,40
6,0,0,17,3
6,1,1,18,3
6,1,1,19,40
6,4,0,20,1
6,3,1,21,3
6,3,1,22,1
6,0,0,23,40
6,0,0,24,3
6,0,0,25,2
6,2,1,26,1
6,0,0,27,3
6,4,1,28,3
6,2,1,29,2
6,0,0,30,1
6,2,1,31,1
6,0,1,32,1
6,0,0,33,40
6,3,1,34,2
6,4,0,35,2
6,1,1,36,3
6,3,0,37,3
6,2,1,38,1
6,2,1,39,2
7,3,0,0,3
7,2,0,1,1
7,0,1,2,2
7,0,1,3,2
7,1,0,4,1
7,3,1,5,40
7,0,0,6,3
7,0,1,7,1
7,2,1,8,2
7,1,1,9,3
7,4,0,10,2
7,1,0,11,3
7,2,1,12,3
7,0,1,13,1
7,0,1,14,2
7,0,1,15,3
7,0,1,16,1
7,1,1,17,2
7,4,0,18,1
7,2,1,19,3
7,4,0,20,3
7,0,1,21,2
7,3,1,22,2
7,3,1,23,3
7,3,1,24,2
7,3,1,25,2
7,2,1,26,3
7,4,0,27,3
7,2,0,28,1
7,0,1,29,2
7,0,0,30,40
7,3,1,31,1
7,4,0,32,2
7,4,1,33,1
7,4,1,34,2
7,2,1,35,3
7,1,0,36,3
7,4,0,37,1
7,2,1,38,2
7,0,0,39,1
8,0,1,0,3
8,4,0,1,1
8,1,1,2,40
8,4,0,3,3
8,4,0,4,3
8,3,1,5,3
8,0,1,6,3
8,2,1,7,2
8,1,1,8,1
8,4,0,9,1
8,3,0,10,3
8,2,1,11,1
8,4,0,12,1
8,4,0,13,1
8,3,1,14,1
8,3,1,15,3
8,4,0,16,1
8,4,0,17,2
8,2,0,18,1
8,3,1,19,1
8,0,1,20,3
8,4,0,21,2
8,4,0,22,3
8,2,1,23,1
8,0,1,24,1
8,3,0,25,2
8,4,0,26,2
8,0,1,27,2
8,3,0,28,3
8,4,0,29,2
8,4,0,30,3
8,0,0,31,3
8,1,0,32,1
8,2,0,33,2
8,4,1,34,3
8,1,1,35,1
8,0,0,36,1
8,2,1,37,1
8,0,1,38,2
8,0,0,39,3
9,3,1,0,3
9,1,1,1,3
9,4,0,2,1
9,0,0,3,2
9,3,0,4,2
9,1,1,5,2
9,2,1,6,3
9,1,1,7,2
9,2,1,8,2
9,4,0,9,1
9,4,0,10,2
9,2,0,11,3
9,0,0,12,1
9,3,0,13,3
9,1,0,14,2
9,2,0,15,3
9,0,1,16,1
9,3,0,17,2
9,0,1,18,1
9,3,1,19,3
9,3,1,20,2
9,1,0,21,3
9,3,0,22,1
9,0,1,23,2
9,3,1,24,2
9,2,1,25,1
9,3,1,26,1
9,3,1,27,1
9,2,1,28,40
9,4,1,29,1
9,4,0,30,2
9,0,1,31,1
9,1,1,32,3
9,2,1,33,2
9,4,0,34,1
9,2,1,35,2
9,1,1,36,2
9,2,1,37,3
9,4,0,38,1
9,1,0,39,2
10,0,0,0,1
10,1,1,1,2
10,3,1,2,3
10,0,0,3,2
10,2,0,4,3
10,0,0,5,2
10,4,0,6,3
10,2,0,7,3
10,1,1,8,2
10,4,0,9,1
10,4,0,10,2
10,1,1,11,3
10,0,0,12,2
10,0,0,13,3
10,3,0,14,3
10,2,1,15,2
10,3,1,16,1
10,1,1,17,3
10,4,0,18,3
10,4,0,19,3
10,4,1,20,1
10,2,0,21,2
10,2,1,22,2
10,2,1,23,1
10,3,1,24,1
10,3,0,25,1
10,1,0,26,40
10,2,1,27,2
10,3,0,28,1
10,2,1,29,2
10,3,1,30,2
10,1,0,31,2
10,1,0,32,3
10,4,0,33,3
10,1,0,34,1
10,2,1,35,40
10,1,0,36,2
10,1,1,37,3
10,1,0,38,1
10,4,1,39,3
11,3,0,0,3
11,4,0,1,1
11,2,1,2,40
11,3,1,3,1
11,3,1,4,3
11,4,1,5,2
11,2,1,6,2
11,0,1,7,2
11,2,1,8,2
11,4,0,9,2
11,4,0,10,3
11,1,0,11,3
11,4,0,12,3
11,0,0,13,3
11,3,1,14,2
11,4,1,15,1
11,2,1,16,2
11,1,1,17,1
11,0,0,18,3
11,2,1,19,1
11,4,0,20,3
11,1,0,21,40
11,2,1,22,40
11,1,1,23,2
11,3,0,24,1
11,4,1,25,2
11,2,1,26,3
11,3,1,27,2
11,1,1,28,2
11,0,1,29,1
11,1,1,30,3
11,1,0,31,3
11,0,0,32,2
11,2,0,33,2
11,4,1,34,3
11,3,1,35,2
11,1,1,36,2
11,1,0,37,2
11,3,0,38,1
11,3,1,39,40
12,2,1,0,1
12,3,1,1,1
12,1,1,2,2
12,2,1,3,2
12,2,1,4,1
12,3,1,5,1
12,1,1,6,2
12,4,0,7,3
12,0,1,8,2
12,4,0,9,2
12,3,1,10,40
12,3,1,11,3
12,3,1,12,2
12,4,0,13,3
12,1,1,14,2
12,0,0,15,1
12,0,1,16,3
12,3,0,17,2
12,1,1,18,2
12,1,1,19,1
12,2,1,20,3
12,2,1,21,1
12,2,1,22,1
12,1,1,23,1
12,3,1,24,2
12,2,1,25,3
12,1,0,26,3
12,4,0,27,3
12,2,1,28,2
12,4,0,29,3
12,3,1,30,1
12,4,0,31,1
12,0,0,32,2
12,1,0,33,1
12,4,0,34,1
12,0,0,35,40
12,0,1,36,1
12,2,1,37,1
12,0,1,38,3
12,1,1,39,3
13,3,1,0,1
13,0,1,1,40
13,0,1,2,1
13,1,1,3,1
13,0,0,4,2
13,0,0,5,1
13,0,1,6,1
13,3,1,7,1
13,1,0,8,1
13,4,0,9,2
13,3,0,10,1
13,1,0,11,1
13,2,1,12,1
13,4,0,13,3
13,4,0,14,2
13,3,1,15,3
13,2,1,16,2
13,2,0,17,3
13,0,0,18,2
13,1,1,19,3
13,3,1,20,3
13,4,0,21,2
13,3,0,22,1
13,1,1,23,3
13,1,1,24,2
13,2,1,25,1
13,4,1,26,2
13,2,1,27,1
13,2,1,28,2
13,2,0,29,3
13,3,0,30,2
13,3,1,31,1
13,2,1,32,40
13,2,1,33,1
13,3,1,34,2
13,3,1,35,2
13,3,1,36,2
13,2,1,37,3
13,0,0,38,3
13,0,0,39,2
14,1,0,0,3
14,4,0,1,40
14,4,1,2,2
14,3,1,3,2
14,4,0,4,1
14,2,1,5,3
14,4,0,6,3
14,2,1,7,1
14,4,0,8,3
14,3,1,9,1
14,4,1,10,1
14,0,0,11,3
14,1,0,12,1
14,0,1,13,3
14,0,0,14,2
14,4,0,15,2
14,1,1,16,2
14,2,1,17,3
14,1,0,18,3
14,3,0,19,2
14,4,0,20,3
14,2,0,21,1
14,2,1,22,3
14,2,1,23,1
14,4,1,24,3
14,0,1,25,2
14,0,0,26,3
14,3,0,27,1
14,1,1,28,3
14,0,0,29,2
14,4,0,30,2
14,2,1,31,3
14,1,0,32,2
14,3,0,33,2
14,0,0,34,1
14,4,0,35,1
14,4,0,36,1
14,0,1,37,3
14,0,0,38,2
14,1,0,39,2
15,0,0,0,3
15,1,0,1,40
15,1,1,2,40
15,3,1,3,1
15,3,1,4,1
15,1,1,5,2
15,3,1,6,1
15,3,1,7,2
15,3,1,8,1
15,3,1,9,2
15,2,1,10,3
15,3,1,11,3
15,1,0,12,1
15,2,0,13,40
15,1,0,14,3
15,4,0,15,3
15,3,1,16,2
15,3,0,17,40
15,2,1,18,3
15,0,0,19,1
15,0,1,20,1
15,1,1,21,1
15,3,1,22,40
15,2,0,23,3
15,1,1,24,2
15,1,1,25,3
15,0,1,26,2
15,4,1,27,1
15,0,0,28,3
15,3,1,29,2
15,0,0,30,3
15,4,0,31,2
15,1,1,32,2
15,4,0,33,3
15,4,0,34,1
15,3,0,35,2
15,2,0,36,3
15,2,0,37,2
15,1,1,38,2
15,2,0,39,3
16,4,0,0,1
16,1,1,1,3
16,0,0,2,3
16,2,0,3,3
16,0,0,4,3
16,3,1,5,2
16,1,1,6,3
16,3,1,7,3
16,3,1,8,1
16,3,1,9,1
16,0,1,10,40
16,3,1,11,3
16,0,0,12,1
16,4,0,13,1
16,3,0,14,3
16,2,1,15,3
16,1,1,16,3
16,4,0,17,3
16,2,1,18,3
16,1,1,19,1
16,0,0,20,1
16,0,0,21,1
16,2,1,22,1
16,3,0,23,2
16,2,1,24,1
16,2,1,25,1
16,4,0,26,2
16,1,1,27,1
16,2,1,28,2
16,3,0,29,3
16,0,0,30,2
16,1,0,31,3
16,3,0,32,40
16,1,0,33,3
16,3,0,34,1
16,4,1,35,2
16,0,0,36,2
16,0,1,37,2
16,0,0,38,2
16,2,0,39,2
17,1,1,0,1
17,4,0,1,3
17,3,0,2,1
17,2,1,3,2
17,1,1,4,3
17,4,1,5,2
17,3,1,6,3
17,1,1,7,1
17,3,0,8,1
17,2,1,9,3
17,2,1,10,1
17,2,1,11,40
17,3,0,12,1
17,1,1,13,1
17,4,0,14,3
17,3,1,15,2
17,0,1,16,3
17,1,1,17,3
17,0,1,18,3
17,1,1,19,3
17,3,0,20,2
17,1,0,21,3
17,0,1,22,3
17,3,1,23,3
17,0,0,24,3
17,4,0,25,2
17,0,1,26,3
17,4,0,27,2
17,4,0,28,3
17,3,1,29,1
17,2,1,30,40
17,4,1,31,3
17,3,0,32,1
17,4,0,33,2
17,3,0,34,3
17,0,0,35,2
17,4,0,36,3
17,0,0,37,1
17,1,0,38,3
17,1,1,39,2
18,4,0,0,2
18,4,0,1,3
18,3,1,2,2
18,1,0,3,2
18,1,0,4,3
18,0,0,5,2
18,2,0,6,2
18,1,1,7,3
18,4,0,8,1
18,3,0,9,1
18,3,1,10,1
18,2,0,11,40
18,1,1,12,3
18,2,0,13,2
18,1,1,14,3
18,3,0,15,40
18,4,0,16,3
18,2,1,17,3
18,3,1,18,2
18,2,1,19,2
18,2,1,20,2
18,1,0,21,3
18,0,1,22,2
18,3,1,23,3
18,1,0,24,1
18,3,1,25,2
18,4,0,26,3
18,3,0,27,3
18,0,0,28,1
18,4,0,29,2
18,1,1,30,40
18,3,0,31,1
18,4,0,32,2
18,0,1,33,1
18,3,0,34,3
18,1,1,35,3
18,2,1,36,40
18,1,1,37,3
18,1,1,38,1
18,4,0,39,3
19,0,1,0,2
19,3,0,1,3
19,3,1,2,3
19,1,0,3,2
19,2,0,4,2
19,2,0,5,3
19,0,0,6,3
19,3,1,7,3
19,0,1,8,1
19,0,1,9,2
19,0,0,10,40
19,0,0,11,2
19,2,0,12,3
19,4,0,13,2
19,0,0,14,3
19,2,0,15,1
19,0,0,16,3
19,2,1,17,3
19,4,0,18,3
19,1,1,19,3
19,4,1,20,40
19,4,0,21,2
19,0,1,22,2
19,1,1,23,1
19,4,1,24,3
19,2,1,25,1
19,1,1,26,2
19,3,1,27,40
19,2,1,28,1
19,0,1,29,3
19,3,0,30,2
19,2,1,31,2
19,0,1,32,3
19,1,1,33,3
19,4,1,34,2
19,2,0,35,40
19,2,0,36,2
19,4,1,37,3
19,3,1,38,1
19,0,0,39,3
20,4,0,0,2
20,4,0,1,3
20,0,1,2,3
20,3,1,3,3
20,3,0,4,1
20,1,1,5,2
20,0,1,6,3
20,0,0,7,3
20,3,1,8,2
20,1,1,9,3
20,3,1,10,2
20,3,0,11,3
20,2,0,12,2
20,3,1,13,2
20,0,1,14,2
20,0,0,15,2
20,1,1,16,3
20,0,1,17,1
20,1,1,18,3
20,2,1,19,1
20,2,1,20,3
20,0,0,21,1
20,1,1,22,1
20,4,0,23,3
20,1,1,24,2
20,4,0,25,3
20,2,0,26,1
20,3,0,27,2
20,0,0,28,2
20,3,0,29,2
20,0,1,30,40
20,2,0,31,2
20,3,0,32,1
20,0,0,33,1
20,2,0,34,2
20,4,1,35,40
20,2,1,36,2
20,2,1,37,2
20,1,1,38,1
20,0,1,39,1
21,0,1,0,2
21,1,0,1,2
21,1,1,2,1
21,4,0,3,2
21,0,0,4,3
21,3,0,5,2
21,0,0,6,3
21,0,0,7,1
21,4,1,8,1
21,2,1,9,1
21,4,0,10,2
21,3,0,11,1
21,2,1,12,40
21,2,1,13,3
21,0,1,14,2
21,2,1,15,2
21,3,0,16,1
21,1,1,17,40
21,0,0,18,1
21,0,0,19,1
21,4,0,20,1
21,0,1,21,40
21,3,0,22,1
21,4,0,23,1
21,0,0,24,3
21,4,0,25,2
21,1,0,26,1
21,4,0,27,1
21,3,1,28,2
21,2,0,29,1
21,2,0,30,2
21,2,1,31,3
21,4,0,32,1
21,2,1,33,3
21,1,1,34,40
21,3,1,35,3
21,0,0,36,40
21,4,0,37,2
21,2,1,38,1
21,0,1,39,2
22,1,1,0,3
22,1,1,1,1
22,4,0,2,40
22,1,1,3,2
22,0,1,4,3
22,4,0,5,2
22,3,1,6,1
22,1,1,7,3
22,4,1,8,1
22,0,0,9,1
22,2,1,10,2
22,0,1,11,3
22,3,1,12,40
22,1,0,13,1
22,2,1,14,1
22,4,1,15,2
22,4,0,16,3
22,2,1,17,3
22,2,1,18,40
22,3,1,19,1
22,0,0,20,3
22,3,0,21,1
22,4,0,22,1
22,0,1,23,2
22,1,0,24,2
22,4,0,25,1
22,4,0,26,1
22,0,1,27,3
22,3,0,28,3
22,0,1,29,40
22,3,0,30,2
22,2,1,31,1
22,3,1,32,2
22,2,0,33,2
22,2,0,34,1
22,1,1,35,2
22,1,0,36,3
22,0,1,37,1
22,4,1,38,1
22,3,1,39,1
23,3,0,0,2
23,3,0,1,3
23,1,1,2,3
23,1,1,3,3
23,4,1,4,40
23,1,0,5,3
23,1,0,6,3
23,4,0,7,2
23,1,1,8,1
23,1,1,9,1
23,2,1,10,1
23,2,1,11,1
23,4,0,12,1
23,1,1,13,2
23,0,1,14,1
23,1,0,15,1
23,1,1,16,40
23,3,1,17,2
23,0,1,18,1
23,2,0,19,1
23,1,1,20,3
23,3,1,21,1
23,1,1,22,1
23,1,1,23,3
23,1,1,24,1
23,1,1,25,3
23,1,0,26,1
23,1,1,27,2
23,4,0,28,3
23,3,1,29,2
23,1,1,30,2
23,2,1,31,1
23,0,1,32,3
23,1,1,33,2
23,1,0,34,1
23,4,0,35,2
23,1,0,36,1
23,4,0,37,3
23,4,1,38,2
23,1,0,39,3
24,4,0,0,40
24,0,0,1,2
24,0,0,2,3
24,0,1,3,40
24,2,1,4,2
24,0,1,5,3
24,4,0,6,3
24,3,0,7,2
24,0,1,8,1
24,0,1,9,3
24,3,0,10,1
24,3,1,11,2
24,0,1,12,2
24,2,1,13,2
24,0,1,14,3
24,4,0,15,2
24,4,0,16,2
24,2,1,17,2
24,4,1,18,2
24,0,1,19,1
24,1,0,20,1
24,2,1,21,1
24,1,1,22,1
24,0,0,23,3
24,0,1,24,1
24,1,0,25,1
24,1,0,26,3
24,1,1,27,1
24,0,1,28,1
24,4,0,29,3
24,4,0,30,2
24,0,1,31,2
24,4,0,32,1
24,0,0,33,3
24,2,1,34,1
24,0,1,35,3
24,4,0,36,1
24,1,0,37,1
24,0,0,38,1
24,2,1,39,1
25,0,0,0,40
25,4,1,1,1
25,1,0,2,3
25,0,0,3,3
25,3,1,4,2
25,0,0,5,1
25,4,0,6,3
25,3,1,7,3
25,4,0,8,3
25,4,0,9,3
25,3,1,10,3
25,1,0,11,2
25,4,1,12,40
25,3,0,13,3
25,3,1,14,1
25,2,1,15,2
25,0,1,16,2
25,4,0,17,2
25,1,0,18,3
25,0,1,19,2
25,4,0,20,3
25,3,0,21,3
25,0,1,22,3
25,0,0,23,2
25,2,0,24,2
25,0,0,25,1
25,4,0,26,3
25,1,0,27,3
25,2,1,28,2
25,3,1,29,2
25,3,0,30,3
25,4,1,31,2
25,0,1,32,3
25,4,0,33,2
25,0,0,34,3
25,1,0,35,3
25,0,1,36,1
25,0,0,37,3
25,4,1,38,40
25,0,0,39,3
26,3,1,0,2
26,2,1,1,2
26,1,1,2,2
26,4,0,3,3
26,2,1,4,2
26,2,1,5,3
26,1,0,6,3
26,3,0,7,2
26,1,1,8,1
26,1,1,9,2
26,2,1,10,1
26,1,1,11,3
26,0,1,12,1
26,1,0,13,3
26,1,1,14,3
26,2,1,15,1
26,1,1,16,3
26,0,1,17,1
26,0,1,18,40
26,1,1,19,3
26,2,1,20,1
26,3,1,21,2
26,2,1,22,2
26,0,0,23,1
26,1,1,24,1
26,2,1,25,2
26,1,1,26,2
26,1,1,27,3
26,1,1,28,40
26,1,1,29,3
26,1,0,30,2
26,4,0,31,3
26,1,1,32,3
26,0,0,33,1
26,0,1,34,2
26,0,1,35,2
26,3,0,36,1
26,3,1,37,1
26,3,1,38,2
26,0,1,39,3
27,0,0,0,2
27,0,1,1,3
27,2,1,2,3
27,0,0,3,1
27,2,1,4,2
27,3,0,5,3
27,3,1,6,3
27,0,0,7,1
27,3,1,8,3
27,1,1,9,2
27,4,0,10,2
27,1,0,11,2
27,0,1,12,1
27,3,1,13,1
27,2,1,14,2
27,2,1,15,3
27,2,1,16,3
27,1,1,17,2
27,0,1,18,2
27,0,1,19,1
27,2,1,20,1
27,1,0,21,2
27,3,0,22,2
27,4,0,23,1
27,3,0,24,2
27,1,1,25,3
27,1,1,26,2
27,1,1,27,2
27,1,1,28,1
27,3,0,29,1
27,1,1,30,2
27,2,1,31,1
27,3,0,32,3
27,4,1,33,2
27,4,0,34,2
27,4,0,35,1
27,1,1,36,1
27,3,0,37,40
27,3,1,38,3
27,4,1,39,40
28,2,1,0,2
28,3,0,1,3
28,1,0,2,1
28,3,0,3,2
28,1,0,4,3
28,3,1,5,1
28,1,1,6,1
28,3,0,7,2
28,2,1,8,1
28,1,1,9,2
28,2,0,10,3
28,1,0,11,3
28,1,0,12,3
28,4,0,13,1
28,2,0,14,3
28,1,1,15,40
28,0,1,16,2
28,2,1,17,1
28,2,0,18,3
28,2,1,19,3
28,2,1,20,1
28,1,1,21,1
28,0,1,22,2
28,4,1,23,2
28,1,1,24,2
28,2,1,25,3
28,3,1,26,2
28,2,1,27,2
28,2,1,28,1
28,4,0,29,1
28,1,1,30,3
28,2,1,31,3
28,4,0,32,3
28,3,1,33,1
28,3,0,34,1
28,2,1,35,2
28,0,0,36,3
28,0,0,37,40
28,2,1,38,1
28,3,1,39,2
29,4,0,0,40
29,2,1,1,40
29,1,1,2,1
29,1,1,3,2
29,3,1,4,2
29,0,0,5,40
29,1,1,6,40
29,3,1,7,1
29,2,0,8,2
29,3,1,9,2
29,0,0,10,2
29,4,1,11,2
29,1,0,12,1
29,0,1,13,40
29,0,0,14,2
29,0,0,15,2
29,0,1,16,3
29,2,1,17,3
29,2,1,18,3
29,1,0,19,3
29,1,0,20,3
29,0,1,21,2
29,0,1,22,1
29,1,0,23,2
29,3,1,24,3
29,1,0,25,3
29,3,1,26,2
29,1,0,27,3
29,2,0,28,3
29,3,0,29,1
29,4,1,30,2
29,0,0,31,2
29,4,1,32,2
29,2,0,33,2
29,2,1,34,2
29,0,1,35,1
29,4,1,36,1
29,1,1,37,2
29,1,0,38,2
29,4,0,39,3
30,2,1,0,3
30,3,1,1,3
30,0,0,2,2
30,1,0,3,2
30,1,1,4,1
30,0,0,5,1
30,1,0,6,3
30,3,0,7,3
30,1,1,8,3
30,1,0,9,3
30,0,0,10,1
30,0,1,11,3
30,2,1,12,3
30,4,0,13,2
30,3,1,14,2
30,0,0,15,40
30,1,1,16,1
30,3,1,17,2
30,4,0,18,1
30,4,0,19,1
30,0,1,20,1
30,2,0,21,2
30,0,1,22,2
30,3,1,23,1
30,0,1,24,3
30,3,0,25,3
30,2,1,26,1
30,3,1,27,1
30,1,0,28,1
30,0,1,29,1
30,0,1,30,1
30,2,1,31,40
30,4,0,32,1
30,2,1,33,1
30,1,1,34,2
30,0,1,35,3
30,2,1,36,1
30,0,0,37,3
30,1,1,38,1
30,4,0,39,1
31,2,1,0,3
31,1,1,1,40
31,3,0,2,1
31,3,1,3,2
31,4,1,4,1
31,3,1,5,1
31,4,0,6,3
31,3,1,7,1
31,1,1,8,40
31,1,0,9,3
31,4,0,10,1
31,4,1,11,1
31,2,1,12,3
31,1,0,13,3
31,1,1,14,2
31,0,1,15,2
31,3,1,16,1
31,0,1,17,2
31,1,1,18,2
31,0,0,19,1
31,1,1,20,3
31,4,0,21,1
31,2,1,22,40
31,4,1,23,2
31,4,0,24,2
31,3,1,25,1
31,3,0,26,2
31,3,1,27,1
31,1,1,28,1
31,2,0,29,3
31,2,1,30,40
31,1,0,31,1
31,0,0,32,40
31,2,0,33,2
31,0,1,34,1
31,1,1,35,40
31,2,1,36,2
31,0,0,37,1
31,0,0,38,1
31,1,1,39,2
32,2,1,0,2
32,1,1,1,2
32,3,1,2,3
32,1,1,3,3
32,1,1,4,2
32,4,1,5,2
32,1,1,6,1
32,4,0,7,2
32,0,0,8,3
32,2,0,9,1
32,2,1,10,2
32,2,1,11,2
32,2,1,12,2
32,4,0,13,3
32,2,1,14,3
32,3,1,15,3
32,4,1,16,2
32,4,1,17,3
32,1,1,18,3
32,3,0,19,1
32,1,1,20,1
32,1,0,21,2
32,2,0,22,2
32,3,1,23,40
32,1,0,24,3
32,4,1,25,1
32,0,1,26,2
32,2,1,27,2
32,1,1,28,1
32,4,0,29,3
32,2,1,30,40
32,3,1,31,2
32,0,0,32,3
32,4,0,33,1
32,4,1,34,3
32,0,1,35,3
32,4,0,36,3
32,1,1,37,2
32,3,0,38,2
32,4,1,39,1
33,1,1,0,2
33,3,0,1,40
33,1,1,2,3
33,0,1,3,2
33,0,1,4,2
33,4,0,5,1
33,4,0,6,1
33,1,1,7,1
33,4,1,8,40
33,1,1,9,40
33,0,0,10,40
33,3,0,11,1
33,1,1,12,1
33,0,1,13,2
33,1,1,14,2
33,3,1,15,1
33,4,0,16,1
33,4,0,17,1
33,1,1,18,2
33,2,1,19,3
33,4,0,20,1
33,1,1,21,1
33,1,1,22,2
33,1,0,23,2
33,2,1,24,40
33,1,1,25,40
33,4,1,26,2
33,1,1,27,3
33,3,0,28,1
33,2,1,29,40
33,1,0,30,40
33,2,1,31,2
33,1,1,32,1
33,4,1,33,40
33,0,0,34,40
33,2,1,35,2
33,2,1,36,1
33,4,1,37,3
33,1,1,38,2
33,1,1,39,2
34,1,0,0,3
34,4,0,1,2
34,2,0,2,3
34,1,1,3,1
34,0,1,4,2
34,4,0,5,3
34,4,1,6,3
34,1,1,7,3
34,3,0,8,3
34,2,1,9,2
34,2,0,10,2
34,2,1,11,2
34,1,0,12,1
34,2,0,13,2
34,1,0,14,3
34,3,1,15,3
34,4,0,16,1
34,3,0,17,2
34,2,0,18,3
34,2,1,19,3
34,4,0,20,40
34,4,0,21,1
34,3,0,22,3
34,4,0,23,3
34,1,1,24,2
34,3,0,25,2
34,2,0,26,1
34,2,0,27,2
34,3,0,28,3
34,2,1,29,3
34,0,0,30,1
34,0,1,31,3
34,2,1,32,1
34,2,1,33,1
34,3,0,34,2
34,0,0,35,3
